hour_of_day,failed_login_attempts,data_transfer_mb,file_access_count,network_connections,distinct_files_touched,is_after_hours,is_known_device,cpu_spike_percent,risk_score,severity,is_anomalous,source,raw_message,file_path
13,0,54.27,3,5,3,0,1,17.4,16.08,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by LAPTOP-ADMIN at hour 13:00 (54.27MB transferred).,/var/log/app/access.log
13,0,42.76,7,9,2,0,1,0.0,14.0,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 9 active connections, 7 file operations in session (after-hours=no).",
15,0,52.43,7,2,1,0,1,0.0,5.53,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by WKSTN-01 at hour 15:00 (52.43MB transferred).,/var/log/app/access.log
21,2,143.65,20,6,6,1,1,8.6,48.03,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 6 related files by WKSTN-01 at hour 21:00 (143.65MB transferred).,/var/backups/customer_pii.csv
14,0,14.49,7,3,2,0,1,32.3,13.46,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 7 file operations in session (after-hours=no).",
18,0,16.72,3,2,2,0,1,20.1,4.16,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by LAPTOP-ADMIN at hour 18:00 (16.72MB transferred).,/var/log/app/access.log
8,0,7.32,3,3,2,0,1,31.1,15.24,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 3 file operations in session (after-hours=no).",
14,0,8.26,1,2,2,0,1,41.7,16.22,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by WKSTN-01 at hour 14:00 (8.26MB transferred).,/home/user/downloads/invoice_1042.pdf
21,1,226.77,11,5,8,1,1,23.6,49.33,suspicious,1,log_monitor,"Login node WKSTN-02: 1 failed attempts, 5 active connections, 11 file operations in session (after-hours=yes).",
17,2,125.64,4,3,5,0,1,38.8,19.28,normal,0,log_monitor,"Login node WKSTN-01: 2 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
6,6,576.26,32,21,18,1,1,0.0,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 18 related files by WKSTN-01 at hour 06:00 (576.26MB transferred).,/data/finance/payroll_2026.xlsx
12,0,27.84,4,3,2,0,1,9.6,7.12,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by WKSTN-02 at hour 12:00 (27.84MB transferred).,/home/user/downloads/invoice_1042.pdf
10,0,46.81,8,3,1,0,1,38.9,23.15,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 8 file operations in session (after-hours=no).",
17,2,230.29,13,6,3,0,1,4.1,42.98,suspicious,1,log_monitor,"Login node WKSTN-01: 2 failed attempts, 6 active connections, 13 file operations in session (after-hours=no).",
11,0,20.94,6,2,0,0,1,17.1,3.2,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
8,3,397.23,21,10,5,0,1,0.0,53.41,suspicious,1,log_monitor,"Login node WKSTN-02: 3 failed attempts, 10 active connections, 21 file operations in session (after-hours=no).",
18,0,10.08,5,3,2,0,1,39.8,13.62,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by SRV-DB-PRIMARY at hour 18:00 (10.08MB transferred).,/home/user/downloads/invoice_1042.pdf
18,0,3.6,5,2,3,0,1,6.9,0.0,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
19,4,199.96,38,21,4,0,0,15.9,95.65,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 4 related files by UNKNOWN-HOST at hour 19:00 (199.96MB transferred).,/data/finance/tax_filings_2025.pdf
12,1,29.04,3,2,2,0,1,33.7,7.75,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by LAPTOP-ADMIN at hour 12:00 (29.04MB transferred).,/var/log/app/access.log
10,0,31.11,4,4,6,0,1,38.4,14.83,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 6 related files by WKSTN-02 at hour 10:00 (31.11MB transferred).,/tmp/build_cache/output.json
10,6,267.63,19,8,6,0,0,24.4,77.47,critical,1,log_monitor,"Login node UNKNOWN-HOST: 6 failed attempts, 8 active connections, 19 file operations in session (after-hours=no).",
11,0,30.73,8,0,3,0,1,34.0,13.74,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by LAPTOP-ADMIN at hour 11:00 (30.73MB transferred).,/home/user/downloads/invoice_1042.pdf
17,0,6.34,5,1,2,0,1,68.2,11.51,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 5 file operations in session (after-hours=no).",
1,1,189.62,14,13,6,1,1,50.0,52.25,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 6 related files by SRV-DB-PRIMARY at hour 01:00 (189.62MB transferred).,/data/hr/employee_records.db
15,0,21.26,5,3,0,0,1,57.6,17.67,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
15,0,10.4,2,1,2,0,1,15.5,11.15,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 2 file operations in session (after-hours=no).",
18,1,15.61,4,5,3,0,1,76.1,16.3,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 5 active connections, 4 file operations in session (after-hours=no).",
13,1,28.43,6,3,2,0,1,23.1,16.49,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-01 at hour 13:00 (28.43MB transferred).,/home/user/notes/meeting_minutes.docx
10,0,73.06,4,4,0,0,1,48.1,8.17,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
17,1,17.92,3,0,2,0,1,71.1,16.93,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 0 active connections, 3 file operations in session (after-hours=no).",
5,4,152.11,21,6,9,1,0,33.7,87.36,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 9 related files by UNKNOWN-HOST at hour 05:00 (152.11MB transferred).,/var/backups/customer_pii.csv
4,4,120.96,8,9,4,1,1,53.2,62.52,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 4 failed attempts, 9 active connections, 8 file operations in session (after-hours=yes).",
9,1,92.92,3,4,4,0,1,29.3,23.33,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 4 related files by WKSTN-01 at hour 09:00 (92.92MB transferred).,/home/user/notes/meeting_minutes.docx
1,3,103.27,13,11,9,1,1,66.0,60.19,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 9 related files by WKSTN-01 at hour 01:00 (103.27MB transferred).,/data/finance/tax_filings_2025.pdf
9,0,15.55,6,1,3,0,1,37.9,10.87,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by SRV-DB-PRIMARY at hour 09:00 (15.55MB transferred).,/home/user/downloads/invoice_1042.pdf
1,5,165.19,19,9,8,1,1,20.1,77.45,critical,1,file_scan,File access: /etc/shadow touched 8 related files by WKSTN-02 at hour 01:00 (165.19MB transferred).,/etc/shadow
11,0,22.94,3,1,0,0,1,21.7,7.51,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
0,1,238.11,16,8,8,1,1,68.9,62.07,critical,1,log_monitor,"Login node WKSTN-01: 1 failed attempts, 8 active connections, 16 file operations in session (after-hours=yes).",
7,1,298.51,14,9,9,0,1,54.1,41.08,suspicious,1,log_monitor,"Login node WKSTN-01: 1 failed attempts, 9 active connections, 14 file operations in session (after-hours=no).",
13,0,19.58,1,2,0,0,1,18.5,6.19,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 0 related files by SRV-DB-PRIMARY at hour 13:00 (19.58MB transferred).,/home/user/reports/Q3_summary.pdf
8,0,22.98,3,2,0,0,1,38.0,0.0,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 0 related files by LAPTOP-ADMIN at hour 08:00 (22.98MB transferred).,/tmp/build_cache/output.json
7,4,354.56,49,12,15,0,0,18.3,96.6,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 15 related files by UNKNOWN-HOST at hour 07:00 (354.56MB transferred).,/data/finance/payroll_2026.xlsx
14,0,21.67,5,3,1,0,1,21.5,9.2,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
8,0,13.6,2,2,3,0,1,29.1,10.27,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by WKSTN-01 at hour 08:00 (13.6MB transferred).,/tmp/build_cache/output.json
13,0,9.28,6,5,4,0,1,50.9,11.31,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 4 related files by WKSTN-02 at hour 13:00 (9.28MB transferred).,/home/user/notes/meeting_minutes.docx
20,5,262.24,28,8,10,0,0,28.0,85.22,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 10 related files by EXT-10.0.9.201 at hour 20:00 (262.24MB transferred).,/var/backups/customer_pii.csv
18,0,121.63,5,1,2,0,1,12.8,13.42,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by WKSTN-02 at hour 18:00 (121.63MB transferred).,/home/user/reports/Q3_summary.pdf
8,0,26.42,2,4,3,0,1,66.2,15.54,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 3 related files by WKSTN-01 at hour 08:00 (26.42MB transferred).,/home/user/notes/meeting_minutes.docx
17,5,140.24,10,8,6,0,1,17.6,51.81,suspicious,1,file_scan,File access: /var/backups/customer_pii.csv touched 6 related files by LAPTOP-ADMIN at hour 17:00 (140.24MB transferred).,/var/backups/customer_pii.csv
17,0,20.89,3,0,2,0,1,28.1,0.0,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-01 at hour 17:00 (20.89MB transferred).,/var/log/app/access.log
15,1,53.94,3,2,3,0,1,7.2,8.42,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 3 related files by LAPTOP-ADMIN at hour 15:00 (53.94MB transferred).,/home/user/notes/meeting_minutes.docx
19,1,225.42,19,7,3,0,1,51.6,35.55,suspicious,1,log_monitor,"Login node WKSTN-01: 1 failed attempts, 7 active connections, 19 file operations in session (after-hours=no).",
8,1,32.19,3,2,2,0,1,19.8,14.8,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
18,0,16.19,7,3,2,0,1,32.5,13.29,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-01 at hour 18:00 (16.19MB transferred).,/var/log/app/access.log
11,3,211.57,15,6,3,0,0,63.7,61.2,critical,1,log_monitor,"Login node UNKNOWN-HOST: 3 failed attempts, 6 active connections, 15 file operations in session (after-hours=no).",
11,4,227.01,11,11,4,0,0,23.0,63.09,critical,1,file_scan,File access: /etc/shadow touched 4 related files by EXT-192.168.77.14 at hour 11:00 (227.01MB transferred).,/etc/shadow
15,7,409.21,25,19,11,0,0,40.8,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 7 failed attempts, 19 active connections, 25 file operations in session (after-hours=no).",
12,1,6.24,0,6,3,0,1,29.7,15.18,normal,0,log_monitor,"Login node WKSTN-02: 1 failed attempts, 6 active connections, 0 file operations in session (after-hours=no).",
14,0,25.15,3,4,0,0,1,26.9,13.85,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
8,0,16.21,5,2,1,0,1,14.7,5.87,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by SRV-DB-PRIMARY at hour 08:00 (16.21MB transferred).,/var/log/app/access.log
12,10,315.75,37,18,14,0,1,24.5,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 14 related files by SRV-DB-PRIMARY at hour 12:00 (315.75MB transferred).,/data/hr/employee_records.db
16,0,9.39,5,2,2,0,1,73.6,13.43,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by LAPTOP-ADMIN at hour 16:00 (9.39MB transferred).,/home/user/downloads/invoice_1042.pdf
17,0,12.74,8,4,3,0,1,40.4,11.46,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by WKSTN-01 at hour 17:00 (12.74MB transferred).,/home/user/reports/Q3_summary.pdf
12,3,175.25,14,7,2,0,1,23.7,45.89,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 2 related files by WKSTN-01 at hour 12:00 (175.25MB transferred).,/data/finance/payroll_2026.xlsx
10,1,58.3,4,4,2,0,1,32.3,15.96,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
6,2,158.96,17,7,6,1,1,64.7,43.32,suspicious,1,log_monitor,"Login node WKSTN-02: 2 failed attempts, 7 active connections, 17 file operations in session (after-hours=yes).",
11,0,46.38,7,5,2,0,1,19.4,18.44,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 7 file operations in session (after-hours=no).",
13,2,284.87,12,7,7,0,1,64.2,35.5,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 7 related files by WKSTN-01 at hour 13:00 (284.87MB transferred).,/data/finance/payroll_2026.xlsx
6,4,984.56,31,15,15,1,0,38.4,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 4 failed attempts, 15 active connections, 31 file operations in session (after-hours=yes).",
16,0,24.45,4,3,2,0,1,6.6,0.0,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
14,4,445.83,13,5,5,0,1,11.2,49.83,suspicious,1,log_monitor,"Login node WKSTN-01: 4 failed attempts, 5 active connections, 13 file operations in session (after-hours=no).",
1,4,294.84,15,6,7,1,1,38.5,60.64,critical,1,file_scan,File access: /data/hr/employee_records.db touched 7 related files by WKSTN-01 at hour 01:00 (294.84MB transferred).,/data/hr/employee_records.db
10,0,21.87,4,3,0,0,1,9.1,10.38,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
16,0,26.14,4,2,3,0,1,19.2,2.92,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 4 file operations in session (after-hours=no).",
10,6,211.47,15,7,1,0,0,10.8,59.51,suspicious,1,file_scan,File access: /etc/shadow touched 1 related files by UNKNOWN-HOST at hour 10:00 (211.47MB transferred).,/etc/shadow
15,0,13.33,5,1,2,0,1,24.3,8.69,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by WKSTN-01 at hour 15:00 (13.33MB transferred).,/home/user/reports/Q3_summary.pdf
16,0,31.53,2,0,2,0,1,41.2,1.76,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by SRV-DB-PRIMARY at hour 16:00 (31.53MB transferred).,/home/user/notes/meeting_minutes.docx
13,0,54.8,2,6,1,0,1,0.0,13.53,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by LAPTOP-ADMIN at hour 13:00 (54.8MB transferred).,/tmp/build_cache/output.json
18,0,13.5,0,1,3,0,1,42.1,9.55,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 0 file operations in session (after-hours=no).",
7,6,69.94,15,14,8,0,1,34.0,64.32,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 8 related files by LAPTOP-ADMIN at hour 07:00 (69.94MB transferred).,/data/finance/tax_filings_2025.pdf
11,1,122.23,8,5,5,0,1,47.9,13.55,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 5 related files by SRV-DB-PRIMARY at hour 11:00 (122.23MB transferred).,/home/user/downloads/invoice_1042.pdf
12,1,15.79,7,3,4,0,1,18.3,20.74,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 3 active connections, 7 file operations in session (after-hours=no).",
12,0,41.6,1,0,0,0,1,40.6,3.6,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 0 active connections, 1 file operations in session (after-hours=no).",
9,0,74.37,6,4,2,0,1,22.2,14.24,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by SRV-DB-PRIMARY at hour 09:00 (74.37MB transferred).,/home/user/notes/meeting_minutes.docx
11,1,18.08,4,6,2,0,1,66.6,17.65,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by WKSTN-01 at hour 11:00 (18.08MB transferred).,/home/user/downloads/invoice_1042.pdf
11,0,19.1,0,4,1,0,1,41.6,9.97,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 0 file operations in session (after-hours=no).",
9,0,57.35,5,1,4,0,1,1.8,6.48,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 4 related files by SRV-DB-PRIMARY at hour 09:00 (57.35MB transferred).,/home/user/downloads/invoice_1042.pdf
2,8,847.2,39,20,14,1,0,19.4,100.0,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 14 related files by EXT-192.168.77.14 at hour 02:00 (847.2MB transferred).,/data/finance/tax_filings_2025.pdf
1,2,181.79,22,6,5,1,0,15.7,66.92,critical,1,log_monitor,"Login node UNKNOWN-HOST: 2 failed attempts, 6 active connections, 22 file operations in session (after-hours=yes).",
12,0,11.14,4,4,1,0,1,32.5,19.15,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by SRV-DB-PRIMARY at hour 12:00 (11.14MB transferred).,/home/user/downloads/invoice_1042.pdf
9,3,104.86,13,7,5,0,1,47.2,39.74,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 3 failed attempts, 7 active connections, 13 file operations in session (after-hours=no).",
8,0,53.16,2,3,2,0,1,42.4,9.33,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by WKSTN-02 at hour 08:00 (53.16MB transferred).,/tmp/build_cache/output.json
10,0,13.03,1,1,1,0,1,29.8,5.83,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 1 file operations in session (after-hours=no).",
5,4,352.24,13,6,6,1,1,16.0,60.65,critical,1,file_scan,File access: /data/hr/employee_records.db touched 6 related files by SRV-DB-PRIMARY at hour 05:00 (352.24MB transferred).,/data/hr/employee_records.db
17,0,29.24,4,2,2,0,1,31.8,12.07,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by SRV-DB-PRIMARY at hour 17:00 (29.24MB transferred).,/tmp/build_cache/output.json
0,2,217.74,13,13,5,1,1,23.9,67.81,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 2 failed attempts, 13 active connections, 13 file operations in session (after-hours=yes).",
